"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Ak7",352.981479912333,-1.48894230517742,0.165885944351615,-8.97569900208923,2.81558251165978e-19,1.44463715042692e-17
"Ak9",27.3700545671708,-1.32771922335698,0.547490901384689,-2.42509824364016,0.0153042445526857,0.0477403787187822
"Akr1c13",30.2063540883051,-2.98958616673728,0.607657381050189,-4.919854937943,8.66083770336916e-07,8.26318675280125e-06
"Akr1cl",45.671562520748,-1.86467335056238,0.45923509372179,-4.06038949560771,4.89909201311719e-05,0.000321348270304846
"Aldh1l2",95.1551525865637,-1.01471020457026,0.299680677370237,-3.38597140621332,0.000709267735667184,0.00341091958971629
"Alppl2",80.6908264469628,-1.75334565980087,0.330380887894359,-5.30704324628339,1.11417750825912e-07,1.26586159768314e-06
"Amot",702.297667828628,-0.690830300059013,0.120131642280624,-5.75061063799707,8.89216898672865e-09,1.23433047123728e-07
"Amotl1",1320.0355280411,-0.645001822129512,0.0916169846599138,-7.04019920022239,1.91965194211071e-12,4.61694066632646e-11
"Amotl2",1521.69393419028,-0.629805134054612,0.101719912181904,-6.1915619129551,5.95709297441816e-10,1.00804879485675e-08
"Anapc10",1253.08505056627,-0.757198142381482,0.0942392703715425,-8.03484724994362,9.36955565533175e-16,3.37433910776072e-14
"Ankrd22",20.6862943077772,-2.49182588127511,0.690866027326268,-3.60681490001581,0.000309978617721652,0.00165162966057844
"Ankrd45",127.196100149604,-0.857847809780592,0.259221975724343,-3.30931745807241,0.000935237289643693,0.00435354634381629
"Antxr1",191.312954117733,-0.780836616751048,0.210889217597955,-3.70259146316175,0.000213408385850065,0.00118922667148414
"Anxa1",157.801590035119,-1.30349502411496,0.231646946028117,-5.62707623158886,1.8328973959474e-08,2.40452069998655e-07
"Anxa3",227.428094363045,-1.14339440635746,0.201445825843168,-5.67593992862191,1.37929178941604e-08,1.85512513812721e-07
"Aoah",62.6670832363449,-1.82800650272255,0.379796276482314,-4.81312381378146,1.4858916576077e-06,1.3542468703986e-05
"Aox3",25.7682443134135,-1.49457189836527,0.577223528607277,-2.58924285704598,0.00961872314055945,0.0325003360749309
"Ap5b1",202.18713361562,-0.629166079136611,0.215000865828641,-2.92634207174805,0.00342973591900705,0.0134649371617167
"Ap5z1",560.151243746546,-0.626089320100827,0.130254108214402,-4.80667618613815,1.53460245888831e-06,1.39071256413864e-05
"Apob",66.7259386972396,-1.68711541181665,0.37310064012969,-4.52187755890797,6.12935129203285e-06,4.92148067420567e-05
"Apol7b",31.8003624499676,-2.63055305749277,0.580189887998095,-4.53395192144645,5.7890211584787e-06,4.67895214598162e-05
"Apold1",61.4409219788159,-0.908931417007521,0.362005007958294,-2.51082553286731,0.0120449209609411,0.0391022430195839
"Aqp3",4133.2079874586,-1.01487777082147,0.179658841171862,-5.64891638063407,1.61462365126977e-08,2.13434347795075e-07
"Aqp9",17.0832165056429,-2.1634017694085,0.755181635193393,-2.86474361741395,0.00417346991682787,0.0159244775746755
"Arg2",51.1513837853742,-1.51480033277892,0.407405320458101,-3.71816531771266,0.000200674933649421,0.00112825355011769
"Arhgap20",56.8158854039415,-0.993093975463176,0.377039737035377,-2.63392390221722,0.00844044025551179,0.0291349416128796
"Arhgap31",49.486019202228,-1.30183140539859,0.412616439131767,-3.15506432108698,0.00160462725168426,0.00698599503247413
"Arhgap42",732.859493704998,-1.07633402134406,0.116122602533473,-9.26894504481848,1.87996074965598e-20,1.08515512160698e-18
"Arhgdib",139.689546426483,-1.19120136670899,0.256735849205952,-4.63979366494089,3.4875721694583e-06,2.94241777025349e-05
"Arhgef26",457.873303677714,-2.16104752199226,0.313583965164472,-6.89144778451542,5.52273937353909e-12,1.24741874111024e-10
"Arl14epl",2295.26972783947,-1.27574707015211,0.081005641911598,-15.7488668695983,6.99230060307399e-56,3.02708346941412e-53
"Arl4d",721.784975134382,-1.01708249515066,0.114410086125532,-8.88979747847324,6.12203898692602e-19,3.05074268940822e-17
"Arntl2",228.352717156151,-1.31937439682752,0.196516626742188,-6.71380543570199,1.89613102874732e-11,3.91277088156597e-10
"Arsb",104.985828620698,-0.8383410479182,0.290369753672836,-2.88715004684259,0.00388748791622784,0.0149873838402995
"Arxes1",299.150381175784,-1.02626350538332,0.171420795764279,-5.98680866465315,2.13998273416927e-09,3.31857024000279e-08
"Arxes2",464.730110446574,-0.69861831775771,0.142778806194675,-4.89301133954826,9.93046824478719e-07,9.35850930279718e-06
"Asb16",251.635948008309,-0.659918156820159,0.185908024983058,-3.54970236965455,0.000385666912527938,0.00200554515573838
"Aspa",81.9294030122761,-3.7341429629935,0.421279457820469,-8.86381449100904,7.73223720601886e-19,3.83474675754348e-17
"Asz1",392.421125560808,-1.35143160082464,0.151746209669763,-8.9058672619612,5.29702805092279e-19,2.66518747937471e-17
"Atf4",1435.44349931613,-0.907783248142651,0.0898684249528702,-10.1012480036088,5.45435847235255e-24,4.06242182994574e-22
"Atp13a4",18.0759608837364,-1.86195610824374,0.694969285761689,-2.67919193896897,0.00738000766619133,0.0260014512213387
"B020004J07Rik",41.2256925811631,-3.15434286928561,0.532439194111223,-5.92432507631413,3.13582598908941e-09,4.73564418991846e-08
"B020017C02Rik",164.715573732957,-1.12650765592428,0.23830656942464,-4.72713638840963,2.27708323893095e-06,1.99316721587975e-05
"B230354K17Rik",1784.85503624088,-0.784172992642513,0.0827862864122142,-9.47225714097035,2.73860886436185e-21,1.69875499108774e-19
"B3galt6",263.425324904302,-0.649769786993873,0.187296612174233,-3.46920202907581,0.000522006754575738,0.00260815108441545
"B3gnt3",81.6543680952651,-0.889283607804951,0.31528176340542,-2.82059957480453,0.00479339944682704,0.0179148993714147
"B430306N03Rik",16.1078974981002,-2.76034259891199,0.813033431721767,-3.39511573720455,0.000685995948816703,0.00331357410888217
"BB287469",137.675244273723,-1.73701827866179,0.269116977207276,-6.4545102159197,1.08569454315487e-10,2.0565845585012e-09
"BC061212",15.9830807409963,-2.96843839514367,0.843329749335852,-3.51990238395053,0.000431705651336672,0.0022139297716624
"BC080695",60.8710321031054,-1.11006422116997,0.385054302459357,-2.88287707494746,0.00394061184451733,0.0151556383729539
"BC147527",73.0437551254134,-1.37688564791773,0.354891365682592,-3.87973836801989,0.000104568881265452,0.000631852675980254
"Bbs1",263.76251588168,-0.762680961091436,0.180976795635886,-4.21424723767297,2.50612639203952e-05,0.000177375021888901
"Bc1",279.38506766222,-0.602903850048882,0.175839697833669,-3.42871295547371,0.000606450555445747,0.00297617519265627
"Bche",230.363313407568,-1.67172420200999,0.206686353258829,-8.08821760920293,6.0544166085369e-16,2.23464968251149e-14
"Bcl2l14",375.204097063273,-0.942613029780176,0.159692152403041,-5.90268848904453,3.57625157076205e-09,5.3617970880545e-08
"Bclaf1",10551.2971319571,-0.856272780695053,0.0645248556102618,-13.2704331159925,3.43589116442605e-40,7.43727274966389e-38
"Bdnf",49.8421214198511,-1.03055084328112,0.411402445419896,-2.50497014481598,0.0122461729841615,0.0396379243942175
"Best3",18.9811107298566,-1.94471451809325,0.694400405109463,-2.80056650857899,0.00510129942801903,0.01889909112395
"Bex6",10.003673054741,-4.17760259465248,1.30804264376894,-3.19378165119702,0.00140422283268105,0.00622700607407432
"Bhmt",62.7481758592125,-1.01577995212353,0.385474312268005,-2.63514304272836,0.00841018326960571,0.0290449739641693
"Bicd1",171.666142801135,-0.771801215795033,0.22135153207226,-3.48676699261824,0.000488897108940613,0.00246345342477836
"Bmi1",814.529842126498,-0.833527061345412,0.121096459357116,-6.88316624425266,5.85366460824797e-12,1.31076670861415e-10
"Bmpr2",1889.97899633064,-0.606928368940349,0.0933682740158545,-6.50037044528946,8.01224646787251e-11,1.54447571059732e-09
"Brinp2",58.510177542943,-0.917556002391628,0.372493017520926,-2.46328376434622,0.0137670909749731,0.0437431422721622
"Brms1",421.041273597184,-0.750610977186507,0.14549124586037,-5.1591487360475,2.48075180116645e-07,2.63682979172577e-06
"Btbd18",125.57512252129,-0.633388800981494,0.255625899534436,-2.47779588114924,0.0132196749101306,0.042301331172238
"Bud31",1346.03743837955,-0.654915990538634,0.0965083679661215,-6.78610574751961,1.15200725856825e-11,2.46536671813062e-10
"C130013H08Rik",351.366149845126,-0.783516070438225,0.160110912316233,-4.89358319869363,9.90164267129319e-07,9.33557779988532e-06
"C130021I20Rik",19.8929266960702,-1.69974191498928,0.655972045566576,-2.591180411539,0.00956473344143332,0.032344208448004
"C130026I21Rik",71.5305371547416,-1.9335186535655,0.359054656331662,-5.38502598272808,7.24341841021747e-08,8.51347480567415e-07
"C1s1",265.587929133716,-1.24566551892561,0.218844699785804,-5.69200679817612,1.25554853738807e-08,1.69969372032079e-07
"C230014O12Rik",194.655955606335,-0.709382245861662,0.205318736009832,-3.45502928591812,0.000550233052208636,0.00273210103342783
"C330002G04Rik",157.970628299712,-0.787121819713049,0.227386941447666,-3.46159640787555,0.00053698175532603,0.00267461190692112
"C330018D20Rik",448.728182960589,-0.838756653050837,0.142796740023555,-5.8737801220986,4.25968281813955e-09,6.2911307008486e-08
"C7",27.5661466453564,-2.29190234416847,0.599516503711851,-3.82291785126576,0.000131881726731823,0.000775028925759979
"C78283",17.8010501368699,-2.38076078867488,0.737092900587166,-3.22993314245515,0.0012381916896803,0.00558611014145823
"CN725425",407.93266305805,-1.48045325580387,0.15334734561759,-9.6542476809201,4.71608062855865e-22,3.09148755398892e-20
"Cacna2d1",311.988443664218,-0.778269907592086,0.167411919879847,-4.64883210317795,3.33819797402921e-06,2.8313368938909e-05
"Cacng4",257.206693948741,-0.667316403535885,0.180983029322888,-3.68717667083216,0.000226755933101246,0.00125352175840487
"Calcoco2",1953.70079580268,-2.70046350353913,0.296409374284598,-9.11058737618154,8.19371460055164e-20,4.44557152479016e-18
"Calhm3",52.4265634426038,-2.20325527602142,0.452795247731924,-4.86589752665834,1.13938544820625e-06,1.06029689268813e-05
"Calhm5",112.59292366105,-0.774388028760494,0.27498315752173,-2.81612894309464,0.00486061541770168,0.0181269900179183
"Calhm6",83.4359274364018,-1.29473616041572,0.316592495841285,-4.08959838727447,4.32120744544225e-05,0.000287711280731464
