"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Gm17232",1821.70343777927,0.834660528276184,0.0961051251444712,8.68487010470534,3.79175424530144e-18,1.754847510409e-16
"Gm17266",34.1099400493285,-1.46714953317129,0.516388205186968,-2.84117553118798,0.00449475649809299,0.0169850954774272
"Gm17590",80.3435480701002,1.00551318683468,0.316920870730272,3.17275787018288,0.00150998397333254,0.00662251307848253
"Gm17737",10.9497538877225,-2.32304179173662,0.930157242021207,-2.4974721335166,0.0125082295735655,0.0403604053631509
"Gm17767",30.8599737658819,-1.69611392451221,0.527704874921141,-3.21413351499865,0.00130838819142618,0.00584946355805421
"Gm17895",17.5134776527827,-3.11015259364531,0.810614940509586,-3.83678172979409,0.000124657173002621,0.000737998876066798
"Gm18204",7.90175398983195,-3.19045336307689,1.21700698060058,-2.62155715943587,0.00875290831104515,0.0300240070491116
"Gm18227",34.4701304327308,1.28956462580385,0.485587578605121,2.65567877479116,0.00791489682195037,0.0275520245596163
"Gm18258",8.56730203044044,3.42315897070861,1.19614955995682,2.8618151820682,0.00421222454970164,0.0160504438808393
"Gm18336",1481.4398055149,-1.28528590851931,0.0916600484008042,-14.0223132209042,1.13842545246653e-44,2.99449125344992e-42
"Gm18765",120.938362653931,-2.24209657541469,0.299621347724746,-7.48310022780634,7.25894773019037e-14,2.10966341025673e-12
"Gm18983",244.424335388237,-1.93129822545924,0.21011143747681,-9.19178055536553,3.86391687092591e-20,2.17005925886055e-18
"Gm19174",10.9481144598359,-2.32377266119887,0.941017852368803,-2.46942462924512,0.0135330523897002,0.0431248012050255
"Gm19327",8.78737587267661,2.63801084003793,1.06219838207674,2.48353874808231,0.0130084181224163,0.041715266756761
"Gm19368",19.7037817443414,-2.88661649927107,0.744077271323661,-3.87945796830481,0.000104689488484053,0.000632397549621691
"Gm19428",90.7665090648172,-0.804094844577988,0.300162642263736,-2.67886382700308,0.00738724294131196,0.0260225306527314
"Gm19605",77.1703991206825,1.8886715365782,0.339966014040414,5.55547160179864,2.76863226478775e-08,3.50805966233472e-07
"Gm19705",201.369503937958,-0.640897174834834,0.218287616918234,-2.93602167581911,0.00332451091274054,0.0131063055903526
"Gm19784",63.2925991933153,-1.08362998710884,0.35893087427259,-3.01904925093146,0.00253569306179147,0.0103790935936589
"Gm1995",194.373007785154,-2.21823114824291,0.229296243228902,-9.67408413241421,3.88554988115458e-22,2.56322941366325e-20
"Gm20033",658.298304285295,0.626075756062832,0.127340548286506,4.91654672833833,8.80841798251741e-07,8.38858504476222e-06
"Gm2016",1171.21356243506,-1.95515380160456,0.348321486340523,-5.61307263053298,1.98765120008854e-08,2.59117891705394e-07
"Gm2022",221.625147572032,-1.99628718959948,0.583832384877876,-3.4192813576401,0.000627867682525749,0.00306845965260702
"Gm20234",33.8387271854879,-2.14125111908786,0.523769110849651,-4.08815845519098,4.34811125905998e-05,0.000289224558141058
"Gm2027",85.4342484234287,-2.28351817719765,0.334875296838125,-6.81901053543964,9.16696792586427e-12,1.98633569863879e-10
"Gm2035",166.286311161198,-2.05282474795497,0.275515593523987,-7.4508477785169,9.27423202744229e-14,2.67293400180653e-12
"Gm20426",30.9619945009498,-2.48592113167176,0.578357154172616,-4.29824566660381,1.72155292988206e-05,0.000125566408855561
"Gm20509",2275.54444097037,-0.691987807892716,0.081547229445332,-8.48573044847114,2.14367841792358e-17,9.14694815697165e-16
"Gm20511",54.3020707428644,0.942542695295444,0.390464061671407,2.41390383345609,0.0157826273274773,0.0489131984884382
"Gm20548",214.224828904001,-0.61284626143535,0.205577822379109,-2.9810913178426,0.00287223130881625,0.0115467143736122
"Gm2056",49.1656832583702,-2.30040388581038,0.449557228142354,-5.11704348591176,3.10362085643174e-07,3.24902979328219e-06
"Gm20611",33.3624058648529,1.23330161601379,0.490576929270392,2.51398209420083,0.0119376494699307,0.03880249585252
"Gm20625",127.355348956504,0.655628053383079,0.255447946177773,2.56658181517267,0.0102706392878104,0.0343125216078297
"Gm20659",275.298538048125,0.948485438218498,0.183736570671175,5.16220279258373,2.44060680489958e-07,2.59814597365846e-06
"Gm20715",38.2918319581637,1.11467397246953,0.462328565352809,2.41099957044382,0.015908867178248,0.0492530184690098
"Gm20767",108.687543540118,-1.94445705590515,0.305825962570822,-6.35805096323325,2.04329686641797e-10,3.72127159370424e-09
"Gm21028",87.687063637632,-1.24349229446244,0.322731322269648,-3.85302636793176,0.000116666821171437,0.000695449381509596
"Gm21035",20.9985356883214,-1.91519634298945,0.690127859115983,-2.77513263331047,0.00551791994950737,0.0202485628110063
"Gm21037",385.600547105849,-2.25534129695582,0.173058462073699,-13.0322508933158,8.02061273629995e-39,1.57234276094635e-36
"Gm21149",8.54397274017687,-3.94320504012497,1.34960266134201,-2.92175256693993,0.0034806793755811,0.013645650994133
"Gm2128",20.7874494801945,-1.78392374394478,0.657347852730462,-2.71381999124938,0.00665122970021631,0.0238051245557173
"Gm21319",12.8309907741937,-2.85143829341065,0.934553185460748,-3.05112468479239,0.00227985878210382,0.00946562747095251
"Gm21542",98.0741225235839,-1.75976998428766,0.300662210134599,-5.85298027144769,4.82841420694302e-09,7.07577201835514e-08
"Gm21738",12.9917118259522,-2.1816993358819,0.853326992539293,-2.55669790708213,0.0105670942077965,0.0350997790342088
"Gm21761",660.57386685238,-1.68163775176865,0.314362627323662,-5.34935646162947,8.82675354988937e-08,1.02070082786144e-06
"Gm21818",78.6556784004512,-2.03812461344883,0.382132925553221,-5.33354881811925,9.63116545307099e-08,1.10633288067891e-06
"Gm21847",17.1899495859813,-2.48910514387299,0.757841455163914,-3.28446685901423,0.00102175514105516,0.00471195557725837
"Gm21926",333.78142407342,-0.646540952837122,0.162231656318124,-3.9852946552509,6.7396439773109e-05,0.000426201466367987
"Gm21936",13.9459088979648,-2.32005012820302,0.838754753439364,-2.7660649536584,0.00567372325757885,0.0207643482374936
"Gm21960",57.5429342833843,-2.13582557159326,0.405662854571797,-5.26502623427959,1.40169340023588e-07,1.55927135208253e-06
"Gm21970",143.465189432414,0.667920518782044,0.238955516724604,2.79516676550231,0.00518729490798394,0.0191831479502736
"Gm23187",239.028504205658,-0.918269204309328,0.192023411885078,-4.78206899510198,1.73500103779604e-06,1.55008333477447e-05
"Gm2381",873.309673475517,-0.717926884550035,0.106169041985651,-6.76211135678388,1.35995108422474e-11,2.87777836356315e-10
"Gm23935",14231.508383595,0.588250734399548,0.154057415355189,3.81838636616938,0.000134327433172248,0.000788286941914518
"Gm24245",198.293805771005,0.633450433757777,0.205511687898145,3.08230855498459,0.0020540180565379,0.00863319077970422
"Gm24572",45.8188025144179,-1.14447186695154,0.42723311284421,-2.67879954185308,0.00738866125370257,0.0260231153986338
"Gm25732",158.033594762223,0.668268318862295,0.242861908775815,2.75163907848213,0.00592978344139816,0.0215534196103295
"Gm25774",9.75515153261998,-3.06259985728758,1.08652772964443,-2.81870381558493,0.00482179880450448,0.0180048480067571
"Gm26298",32.7919710560597,-2.16934018466579,0.56290380959199,-3.85383816506446,0.000116280470797307,0.000693544254640655
"Gm26577",36.3179000975847,1.34203235916112,0.475270858257271,2.82372111785289,0.00474696694473594,0.0177765314672216
"Gm26644",23.4568401631065,1.54365144045104,0.612195828177165,2.52149944413591,0.0116855860100355,0.0381622626573215
"Gm26666",127.348760090274,1.29171553527301,0.26539847946697,4.8670796376351,1.13259398257667e-06,1.05492169242238e-05
"Gm26674",42.9646440702369,1.07795274742769,0.431806907405999,2.49637680393603,0.0125469243103953,0.0404601314664827
"Gm26703",11.4811702072796,-2.1786392002964,0.897707590477546,-2.4268918113274,0.0152287964225515,0.0475656680686336
"Gm26724",182.264789026658,0.63225416858801,0.223935785358576,2.82337263593497,0.00475213029963788,0.0177894555262971
"Gm26728",2350.51097714766,0.614698026631724,0.0733493727467898,8.38041285988539,5.27423684496826e-17,2.16170890805603e-15
"Gm26754",145.590167578236,0.76914499212698,0.235570844782825,3.26502625074873,0.0010945393218049,0.00501533122538165
"Gm26788",226.30307002446,-0.6730520398955,0.201738048807563,-3.33626722313311,0.000849115033778755,0.00399713862933019
"Gm26793",58.750928971201,1.18656584200698,0.374798970467657,3.16587273579338,0.0015461842476789,0.00676149591573852
"Gm26954",22.1250844576281,-1.60857264361473,0.619992118372036,-2.59450498796419,0.00947272390724732,0.0320695996729553
"Gm27045",149.535542520658,-1.07735553410517,0.236232021863816,-4.56058211585833,5.10120087031974e-06,4.16678278636966e-05
"Gm27167",124.262974893339,-2.03262762470867,0.27779940264165,-7.31688983266345,2.53784029492108e-13,6.8936367749621e-12
"Gm27234",11.535817802961,-2.97505258672703,0.977846260393683,-3.04245432766626,0.00234657424169212,0.00970191260293719
"Gm27286",90.4581890846634,0.801832328700199,0.296028055454804,2.7086362725597,0.00675603608962,0.0241220670003958
"Gm27483",144.855606088238,-1.60298007016273,0.245684688528883,-6.52454200447367,6.82096335823766e-11,1.3221979345539e-09
"Gm27786",168.175018963388,-1.80038164010626,0.236557856149905,-7.61074550390483,2.72519379530723e-14,8.31564274104027e-13
"Gm28030",97.5485726864248,0.700540093073449,0.285796699116109,2.45118328952024,0.0142387427992258,0.0450351712888755
"Gm2830",82.2824453771095,-1.05794977143496,0.334393478226695,-3.16378709610403,0.00155730671310993,0.00680135214342671
"Gm28321",29.9148156160383,-2.33196375709753,0.572017549183897,-4.07673463939099,4.56725649203448e-05,0.000302253471033365
"Gm28588",122.474198216394,-1.5660586660976,0.273719219757737,-5.7214055610844,1.05646376220482e-08,1.4481079801198e-07
"Gm28625",29.926078522381,-2.42772930592386,0.573861377698116,-4.23051524335374,2.33156642418245e-05,0.000166038212112788
"Gm28661",12590.1875818417,-0.754852574808284,0.13259351655764,-5.69298254096865,1.24839156818271e-08,1.69110670057605e-07
"Gm28806",15.3240449563022,-2.28847950608376,0.796582174816128,-2.87287310516584,0.00406757459851522,0.0155862438054852
"Gm28940",36.5967984266561,-2.59171278136843,0.535332511027076,-4.8413140020135,1.2898336994678e-06,1.18859176385547e-05
"Gm28959",147.680228383503,1.03713501249458,0.235777666466628,4.39878393928108,1.08859135034612e-05,8.29516987905844e-05
"Gm29125",136.568740106479,-1.67793602053584,0.263025563122753,-6.37936480627456,1.77823984711953e-10,3.26141430036574e-09
"Gm29361",759.809164162613,-1.48905492113236,0.131077327151635,-11.3601257630908,6.60494861215486e-30,7.97969954421966e-28
"Gm29895",26.4391188679219,2.13954539547189,0.602203940443948,3.55285851151124,0.000381069366393472,0.00198561219499908
"Gm30504",105.2048178973,-1.86481630507891,0.297654114393178,-6.26504461018682,3.72718690367296e-10,6.53043371486712e-09
"Gm30717",131.31896482955,1.49475254784288,0.262952757803734,5.68449085808239,1.31202940415029e-08,1.77268992316275e-07
"Gm31579",21.1780000411068,-2.15160509631142,0.671008730510187,-3.2065232514568,0.00134349447107453,0.00598926398741488
"Gm31925",72.69848312948,1.0086947242944,0.336307180569003,2.99932556476425,0.00270578010399423,0.0109773741821554
"Gm32061",13.8676747855709,-5.71846235035095,1.60563005381923,-3.56150679712847,0.000368732560647166,0.00193296231338247
"Gm32913",21.1519085338572,-1.63037780340349,0.672200960233126,-2.42543212499736,0.015290174638461,0.0477143458458057
"Gm32996",24.0143862950707,-1.50656513759539,0.59516199482769,-2.53135306133176,0.0113623413450272,0.0372588690468146
